  -1.0000000e+00  -1.0000000e+00   1.5000000e+01
  -1.0000000e+00  -9.7979798e-01   1.4838792e+01
  -1.0000000e+00  -9.5959596e-01   1.4678400e+01
  -1.0000000e+00  -9.3939394e-01   1.4518825e+01
  -1.0000000e+00  -9.1919192e-01   1.4360065e+01
  -1.0000000e+00  -8.9898990e-01   1.4202122e+01
  -1.0000000e+00  -8.7878788e-01   1.4044995e+01
  -1.0000000e+00  -8.5858586e-01   1.3888685e+01
  -1.0000000e+00  -8.3838384e-01   1.3733190e+01
  -1.0000000e+00  -8.1818182e-01   1.3578512e+01
  -1.0000000e+00  -7.9797980e-01   1.3424651e+01
  -1.0000000e+00  -7.7777778e-01   1.3271605e+01
  -1.0000000e+00  -7.5757576e-01   1.3119376e+01
  -1.0000000e+00  -7.3737374e-01   1.2967962e+01
  -1.0000000e+00  -7.1717172e-01   1.2817366e+01
  -1.0000000e+00  -6.9696970e-01   1.2667585e+01
  -1.0000000e+00  -6.7676768e-01   1.2518621e+01
  -1.0000000e+00  -6.5656566e-01   1.2370472e+01
  -1.0000000e+00  -6.3636364e-01   1.2223140e+01
  -1.0000000e+00  -6.1616162e-01   1.2076625e+01
  -1.0000000e+00  -5.9595960e-01   1.1930925e+01
  -1.0000000e+00  -5.7575758e-01   1.1786042e+01
  -1.0000000e+00  -5.5555556e-01   1.1641975e+01
  -1.0000000e+00  -5.3535354e-01   1.1498725e+01
  -1.0000000e+00  -5.1515152e-01   1.1356290e+01
  -1.0000000e+00  -4.9494949e-01   1.1214672e+01
  -1.0000000e+00  -4.7474747e-01   1.1073870e+01
  -1.0000000e+00  -4.5454545e-01   1.0933884e+01
  -1.0000000e+00  -4.3434343e-01   1.0794715e+01
  -1.0000000e+00  -4.1414141e-01   1.0656362e+01
  -1.0000000e+00  -3.9393939e-01   1.0518825e+01
  -1.0000000e+00  -3.7373737e-01   1.0382104e+01
  -1.0000000e+00  -3.5353535e-01   1.0246199e+01
  -1.0000000e+00  -3.3333333e-01   1.0111111e+01
  -1.0000000e+00  -3.1313131e-01   9.9768391e+00
  -1.0000000e+00  -2.9292929e-01   9.8433833e+00
  -1.0000000e+00  -2.7272727e-01   9.7107438e+00
  -1.0000000e+00  -2.5252525e-01   9.5789205e+00
  -1.0000000e+00  -2.3232323e-01   9.4479135e+00
  -1.0000000e+00  -2.1212121e-01   9.3177227e+00
  -1.0000000e+00  -1.9191919e-01   9.1883481e+00
  -1.0000000e+00  -1.7171717e-01   9.0597898e+00
  -1.0000000e+00  -1.5151515e-01   8.9320478e+00
  -1.0000000e+00  -1.3131313e-01   8.8051219e+00
  -1.0000000e+00  -1.1111111e-01   8.6790123e+00
  -1.0000000e+00  -9.0909091e-02   8.5537190e+00
  -1.0000000e+00  -7.0707071e-02   8.4292419e+00
  -1.0000000e+00  -5.0505051e-02   8.3055811e+00
  -1.0000000e+00  -3.0303030e-02   8.1827365e+00
  -1.0000000e+00  -1.0101010e-02   8.0607081e+00
  -1.0000000e+00   1.0101010e-02   7.9394960e+00
  -1.0000000e+00   3.0303030e-02   7.8191001e+00
  -1.0000000e+00   5.0505051e-02   7.6995205e+00
  -1.0000000e+00   7.0707071e-02   7.5807571e+00
  -1.0000000e+00   9.0909091e-02   7.4628099e+00
  -1.0000000e+00   1.1111111e-01   7.3456790e+00
  -1.0000000e+00   1.3131313e-01   7.2293644e+00
  -1.0000000e+00   1.5151515e-01   7.1138659e+00
  -1.0000000e+00   1.7171717e-01   6.9991838e+00
  -1.0000000e+00   1.9191919e-01   6.8853178e+00
  -1.0000000e+00   2.1212121e-01   6.7722681e+00
  -1.0000000e+00   2.3232323e-01   6.6600347e+00
  -1.0000000e+00   2.5252525e-01   6.5486175e+00
  -1.0000000e+00   2.7272727e-01   6.4380165e+00
  -1.0000000e+00   2.9292929e-01   6.3282318e+00
  -1.0000000e+00   3.1313131e-01   6.2192633e+00
  -1.0000000e+00   3.3333333e-01   6.1111111e+00
  -1.0000000e+00   3.5353535e-01   6.0037751e+00
  -1.0000000e+00   3.7373737e-01   5.8972554e+00
  -1.0000000e+00   3.9393939e-01   5.7915519e+00
  -1.0000000e+00   4.1414141e-01   5.6866646e+00
  -1.0000000e+00   4.3434343e-01   5.5825936e+00
  -1.0000000e+00   4.5454545e-01   5.4793388e+00
  -1.0000000e+00   4.7474747e-01   5.3769003e+00
  -1.0000000e+00   4.9494949e-01   5.2752780e+00
  -1.0000000e+00   5.1515152e-01   5.1744720e+00
  -1.0000000e+00   5.3535354e-01   5.0744822e+00
  -1.0000000e+00   5.5555556e-01   4.9753086e+00
  -1.0000000e+00   5.7575758e-01   4.8769513e+00
  -1.0000000e+00   5.9595960e-01   4.7794103e+00
  -1.0000000e+00   6.1616162e-01   4.6826854e+00
  -1.0000000e+00   6.3636364e-01   4.5867769e+00
  -1.0000000e+00   6.5656566e-01   4.4916845e+00
  -1.0000000e+00   6.7676768e-01   4.3974084e+00
  -1.0000000e+00   6.9696970e-01   4.3039486e+00
  -1.0000000e+00   7.1717172e-01   4.2113050e+00
  -1.0000000e+00   7.3737374e-01   4.1194776e+00
  -1.0000000e+00   7.5757576e-01   4.0284665e+00
  -1.0000000e+00   7.7777778e-01   3.9382716e+00
