x1,x2,d_target,output,error,membership_function
-1,-0.575757575757576,6.3282318130803,6.33778424124,9.12488837462789e-05,gaussmf
-1,-0.575757575757576,6.21926334047546,6.22835360488401,8.26329070173466e-05,gaussmf
-1,-0.555555555555556,6.11111111111111,6.11979513530754,7.54122762440949e-05,gaussmf
-1,-0.555555555555556,6.00377512498724,6.01211878544834,6.96166698900942e-05,gaussmf
-1,-0.555555555555556,5.89725538210387,5.90533335883146,6.52537080115938e-05,gaussmf
-1,-0.535353535353535,5.79155188246097,5.79944631997429,6.23221436516172e-05,gaussmf
-1,-0.535353535353535,5.68666462605856,5.69446362251038,6.08243456554304e-05,gaussmf
-1,-0.535353535353535,5.58259361289664,5.59038955680924,6.07767414883404e-05,gaussmf
-1,-0.515151515151515,5.47933884297521,5.48722661843368,6.2217001683341e-05,gaussmf
-1,-0.515151515151515,5.37690031629425,5.38497539834414,6.5206950112374e-05,gaussmf
-1,-0.515151515151515,5.27527803285379,5.28363449533951,6.98304652752304e-05,gaussmf
-1,-0.494949494949495,5.17447199265381,5.18320045082551,7.61859820551511e-05,gaussmf
-1,-0.494949494949495,5.07448219569432,5.08366770563052,8.43735927880195e-05,gaussmf
-1,-0.494949494949495,4.97530864197531,4.98502857825043,9.44771611923617e-05,gaussmf
-1,-0.474747474747475,4.87695133149679,4.88727326360183,0.000106542282381194,gaussmf
-1,-0.474747474747475,4.77941026425875,4.79038985109739,0.000120551327147329,gaussmf
-1,-0.474747474747475,4.6826854402612,4.69436436062892,0.000136397180955558,gaussmf
-1,-0.454545454545455,4.58677685950413,4.5991807948481,0.000153857612017438,gaussmf
-1,-0.454545454545455,4.49168452198755,4.50482120596623,0.000172572465955572,gaussmf
-1,-0.454545454545455,4.39740842771146,4.41126577513922,0.000192026077733576,gaussmf
-1,-0.434343434343434,4.30394857667585,4.31849290234036,0.000211537409035438,gaussmf
-1,-0.434343434343434,4.21130496888073,4.22647930440082,0.000230260458476506,gaussmf
-1,-0.434343434343434,4.11947760432609,4.13520011850208,0.000247197452014207,gaussmf
-1,-0.414141414141414,4.02846648301194,4.04462900749441,0.000261227197646655,gaussmf
-1,-0.414141414141414,3.93827160493827,3.95473826054573,0.000271150746894759,gaussmf
-1,-0.414141414141414,3.84889297010509,3.86549886459077,0.000275755731669492,gaussmf
-1,-0.393939393939394,3.7603305785124,3.77688054816178,0.000273901495395482,gaussmf
-1,-0.393939393939394,3.67258443016019,3.68885198138502,0.000264633222852404,gaussmf
-1,-0.393939393939394,3.58565452504846,3.60138099131443,0.000247321741214503,gaussmf
-1,-0.373737373737374,3.49954086317723,3.51443473660317,0.000221827465628168,gaussmf
-1,-0.373737373737374,3.41424344454647,3.42797986907186,0.000188689358741667,gaussmf
-1,-0.373737373737374,3.32976226915621,3.34198268669788,0.000149338604892816,gaussmf
-1,-0.353535353535354,3.24609733700643,3.25640927895686,0.000106336146789035,gaussmf
-1,-0.353535353535354,3.16324864809713,3.17122566456361,6.36327917065227e-05,gaussmf
-1,-0.353535353535354,3.08121620242832,3.0863979213962,2.68502114620206e-05,gaussmf
-1,-0.333333333333333,3,3.00189230833201,3.58083082337907e-06,gaussmf
-1,-0.333333333333333,15.0799918375676,15.0774875961452,6.27122510141664e-06,gaussmf
-1,-0.333333333333333,14.9187837975717,14.9195694264994,6.17212812038632e-07,gaussmf
-1,-0.313131313131313,14.7583920008162,14.7619733197038,1.28258449747023e-05,gaussmf
-1,-0.313131313131313,14.5988164473013,14.6047330219443,3.50058555061997e-05,gaussmf
-1,-0.313131313131313,14.4400571370268,14.4478824603603,6.12356852726927e-05,gaussmf
-1,-0.292929292929293,14.2821140699929,14.2914556211861,8.72645786968111e-05,gaussmf
-1,-0.292929292929293,14.1249872461994,14.1354864198041,0.000110232646381997,gaussmf
-1,-0.292929292929293,13.9686766656464,13.9800085629797,0.000128411897173324,gaussmf
-1,-0.272727272727273,13.8131823283338,13.825055403497,0.000140969913830061,gaussmf
-1,-0.272727272727273,13.6585042342618,13.6706597871445,0.000147757465884321,gaussmf
-1,-0.272727272727273,13.5046423834303,13.5168538911201,0.00014912092005896,gaussmf
-1,-0.252525252525253,13.3515967758392,13.3636690493233,0.000145739787074499,gaussmf
-1,-0.252525252525253,13.1993674114886,13.2111355369505,0.000138488776887029,gaussmf
-1,-0.252525252525253,13.0479542903785,13.0592823705615,0.000128325400630637,gaussmf
-1,-0.232323232323232,12.8973574125089,12.9081372642906,0.000116205204435242,gaussmf
-1,-0.232323232323232,12.7475767778798,12.7577265583594,0.000103018043783083,gaussmf
-1,-0.232323232323232,12.5986123864912,12.6080751184153,8.95432954672987e-05,gaussmf
-1,-0.212121212121212,12.450464238343,12.4592062302085,7.6422421776446e-05,gaussmf
-1,-0.212121212121212,12.3031323334354,12.3111414960979,6.41466865543816e-05,gaussmf
-1,-0.212121212121212,12.1566166717682,12.1639007370115,5.30576064681715e-05,gaussmf
-1,-0.191919191919192,12.0109172533415,12.0175019025781,4.3357605568995e-05,gaussmf
-1,-0.191919191919192,11.8660340781553,11.8719609917484,3.51283047401412e-05,gaussmf
-1,-0.191919191919192,11.7219671462096,11.7272919860036,2.83539188321585e-05,gaussmf
-1,-0.171717171717172,11.5787164575043,11.5835067970852,2.29473533002194e-05,gaussmf
-1,-0.171717171717172,11.4362820120396,11.4406152310241,1.877678676736e-05,gaussmf
-1,-0.171717171717172,11.2946638098153,11.2986249700783,1.56907906293222e-05,gaussmf
-1,-0.151515151515152,11.1538618508316,11.1575415739954,1.35403625622255e-05,gaussmf
-1,-0.151515151515152,11.0138761350883,11.017368501782,1.21966251234939e-05,gaussmf
-1,-0.151515151515152,10.8747066625854,10.8781071549051,1.15633480157148e-05,gaussmf
-1,-0.131313131313131,10.7363534333231,10.7397569425392,1.15838749838418e-05,gaussmf
-1,-0.131313131313131,10.5988164473013,10.6023153691422,1.22424540488083e-05,gaussmf
-1,-0.131313131313131,10.4620957045199,10.4657781442666,1.3560362487637e-05,gaussmf
-1,-0.111111111111111,10.3261912049791,10.3301393141173,1.55875657673495e-05,gaussmf
-1,-0.111111111111111,10.1911029486787,10.1953914139464,1.83909343520006e-05,gaussmf
-1,-0.111111111111111,10.0568309356188,10.0615256399422,2.20402486842363e-05,gaussmf
-1,-0.0909090909090909,9.92337516579941,9.92853203883666,2.65933395223617e-05,gaussmf
-1,-0.0909090909090909,9.79073563922049,9.79639971302406,3.20817320522758e-05,gaussmf
-1,-0.0909090909090909,9.65891235588205,9.66511703857893,3.84980873689264e-05,gaussmf
-1,-0.0707070707070707,9.5279053157841,9.53467189318092,4.57865696670466e-05,gaussmf
-1,-0.0707070707070707,9.39771451892664,9.40505189062248,5.38370234029405e-05,gaussmf
-1,-0.0707070707070707,9.26833996530966,9.27624461829676,6.24835388464246e-05,gaussmf
-1,-0.0505050505050505,9.13978165493317,9.14823787385142,7.15076383934517e-05,gaussmf
-1,-0.0505050505050505,9.01203958779716,9.02101989705957,8.06459544485049e-05,gaussmf
-1,-0.0505050505050505,8.88511376390164,8.89457959290756,8.96019187692233e-05,gaussmf
-1,-0.0303030303030303,8.75900418324661,8.76890674193937,9.80606686636252e-05,gaussmf
-1,-0.0303030303030303,8.63371084583206,8.64399219402903,0.000105706120747391,gaussmf
-1,-0.0303030303030303,8.509233751658,8.51982804197884,0.000112238987402367,gaussmf
-1,-0.0101010101010101,8.38557290072442,8.39640777165737,0.000117394428133795,gaussmf
-1,-0.0101010101010101,8.26272829303132,8.27372638579272,0.000120958044388265,gaussmf
-1,-0.0101010101010101,8.14069992857872,8.15178049901381,0.00012277904116705,gaussmf
-1,0.0101010101010101,8.0194878073666,8.0305684022745,0.000122779583513069,gaussmf
-1,0.0101010101010101,7.89909192939496,7.9100900953879,0.000120959655208382,gaussmf
-1,0.0101010101010101,7.77951229466381,7.7903472870256,0.000117397059480088,gaussmf
-1,0.0303030303030303,7.66074890317314,7.67134336218194,0.000112242561689107,gaussmf
-1,0.0303030303030303,7.54280175492297,7.55308331774855,0.00010571053413642,gaussmf
-1,0.0303030303030303,7.42567084991327,7.43557366747185,9.80657955984021e-05,gaussmf
-1,0.0505050505050505,7.30935618814407,7.31882231815886,8.96076174570724e-05,gaussmf
-1,0.0505050505050505,7.19385776961535,7.20283841953863,8.0652073044618e-05,gaussmf
-1,0.0505050505050505,7.07917559432711,7.08763219066385,7.15140216025307e-05,gaussmf
-1,0.0707070707070707,6.96530966227936,6.97321472613884,6.24900346224635e-05,gaussmf
-1,0.0707070707070707,6.8522599734721,6.85959778577639,5.38434894130188e-05,gaussmf
-1,0.0707070707070707,6.74002652790532,6.74679357151181,4.57928791721725e-05,gaussmf
-1,0.0909090909090909,6.62860932557902,6.63481449553505,3.85041341831862e-05,gaussmf
-1,0.0909090909090909,6.51800836649321,6.52367294364084,3.2087434261407e-05,gaussmf
-1,0.0909090909090909,6.40822365064789,6.41338103774611,2.6598641680893e-05,gaussmf
-1,0.111111111111111,6.29925517804306,6.30395040138887,2.20451222670994e-05,gaussmf
-1,0.111111111111111,6.19110294867871,6.19539193181113,1.83953763102194e-05,gaussmf
-1,0.111111111111111,6.08376696255484,6.08771558195066,1.55915951330619e-05,gaussmf
-1,0.131313131313131,5.97724721967146,5.98093015533249,1.35640150833058e-05,gaussmf
-1,0.131313131313131,5.87154372002857,5.87504311647402,1.22457754824432e-05,gaussmf
-1,0.131313131313131,5.76665646362616,5.77006041900881,1.15869122470472e-05,gaussmf
-1,0.151515151515152,5.66258545046424,5.66598635330635,1.15661401414691e-05,gaussmf
-1,0.151515151515152,5.5593306805428,5.56282341492947,1.21991934957974e-05,gaussmf
-1,0.151515151515152,5.45689215386185,5.46057219483859,1.35427015904946e-05,gaussmf
-1,0.171717171717172,5.35526987042139,5.35923129183262,1.56928595973991e-05,gaussmf
-1,0.171717171717172,5.25446383022141,5.25879724731728,1.87785037268302e-05,gaussmf
-1,0.171717171717172,5.15447403326191,5.15926450212094,2.29485918893245e-05,gaussmf
-1,0.191919191919192,5.0553004795429,5.0606253747395,2.83545088547484e-05,gaussmf
-1,0.191919191919192,4.95694316906438,4.96287006008956,3.51280372242903e-05,gaussmf
-1,0.191919191919192,4.85940210182634,4.86598664758377,4.33562428315908e-05,gaussmf
-1,0.212121212121212,4.76267727782879,4.76996115711394,5.30548974406075e-05,gaussmf
-1,0.212121212121212,4.66676869707173,4.67477759133178,6.41423872687227e-05,gaussmf
-1,0.212121212121212,4.57167635955515,4.58041800244856,7.64163204760173e-05,gaussmf
-1,0.232323232323232,4.47740026527905,4.48686257162021,8.95352412939834e-05,gaussmf
-1,0.232323232323232,4.38394041424344,4.39408969882003,0.000103007977416644,gaussmf
-1,0.232323232323232,4.29129680644832,4.30207610087918,0.000116193188427083,gaussmf
-1,0.252525252525253,4.19946944189368,4.21079691497912,0.000128311646501363,gaussmf
-1,0.252525252525253,4.10845832057953,4.12022580397016,0.000138473665348702,gaussmf
-1,0.252525252525253,4.01826344250587,4.0303350570202,0.000145723876982557,gaussmf
-1,0.272727272727273,3.92888480767269,3.94109566106396,0.000149104940543224,gaussmf
-1,0.272727272727273,3.84032241607999,3.85247734463371,0.000147742288146133,gaussmf
-1,0.272727272727273,3.75257626772778,3.76444877785571,0.0001409564967378,gaussmf
-1,0.292929292929293,3.66564636261606,3.6769777877839,0.000128401196334464,gaussmf
-1,0.292929292929293,3.57953270074482,3.59003153307145,0.000110225480222634,gaussmf
-1,0.292929292929293,3.49423528211407,3.50357666553895,8.72614442907203e-05,gaussmf
-1,0.313131313131313,3.4097541067238,3.41757948316381,6.12365164278605e-05,gaussmf
-1,0.313131313131313,3.32608917457402,3.33200607542165,3.50097156406619e-05,gaussmf
-1,0.313131313131313,3.24324048566473,3.24682246102729,1.28305474980099e-05,gaussmf
-1,0.333333333333333,3.16120803999592,3.16199471785878,6.18862059915055e-07,gaussmf
-1,0.333333333333333,3.07999183756759,3.07748910479352,6.26367133842459e-06,gaussmf
-1,0.333333333333333,15.1583511886542,15.1521948466447,3.79005469385537e-05,gaussmf
-1,0.353535353535354,14.9971431486583,14.9942766769977,8.21665978086731e-06,gaussmf
-1,0.353535353535354,14.8367513519029,14.8366805702011,5.0100493030676e-09,gaussmf
-1,0.353535353535354,14.6771757983879,14.6794402724405,5.12784273460149e-06,gaussmf
-1,0.373737373737374,14.5184164881135,14.5225897108553,1.74157880528832e-05,gaussmf
-1,0.373737373737374,14.3604734210795,14.36616287168,3.23698481358061e-05,gaussmf
-1,0.373737373737374,14.203346597286,14.2101936702968,4.68824088149781e-05,gaussmf
-1,0.393939393939394,14.047036016733,14.0547158134712,5.89792779402083e-05,gaussmf
-1,0.393939393939394,13.8915416794205,13.8997626539873,6.75844228282105e-05,gaussmf
-1,0.393939393939394,13.7368635853484,13.7453670376336,7.23087007654439e-05,gaussmf
-1,0.414141414141414,13.5830017345169,13.5915611416079,7.32634497496892e-05,gaussmf
-1,0.414141414141414,13.4299561269258,13.4383762998098,7.08993113962935e-05,gaussmf
-1,0.414141414141414,13.2777267625752,13.2858427874358,6.58698595367533e-05,gaussmf
-1,0.434343434343434,13.1263136414652,13.1339896210454,5.89206625165328e-05,gaussmf
-1,0.434343434343434,12.9757167635956,12.9828445147733,5.0804836851611e-05,gaussmf
-1,0.434343434343434,12.8259361289664,12.8324338088407,4.22198437485651e-05,gaussmf
-1,0.454545454545455,12.6769717375778,12.6827823688953,3.37634363079109e-05,gaussmf
-1,0.454545454545455,12.5288235894297,12.5339134806872,2.59069930139495e-05,gaussmf
-1,0.454545454545455,12.381491684522,12.3858487465752,1.89839897358424e-05,gaussmf
-1,0.474747474747475,12.2349760228548,12.2386079874875,1.31911670930118e-05,gaussmf
-1,0.474747474747475,12.0892766044281,12.0922091530528,8.59984143599443e-06,gaussmf
-1,0.474747474747475,11.9443934292419,11.9466682422217,5.17477409319905e-06,gaussmf
-1,0.494949494949495,11.8003264972962,11.8019992364756,2.79805636236971e-06,gaussmf
-1,0.494949494949495,11.657075808591,11.6582140475559,1.29558794127818e-06,gaussmf
-1,0.494949494949495,11.5146413631262,11.5153224814934,4.63922230096928e-07,gaussmf
-1,0.515151515151515,11.3730231609019,11.3733322205463,9.55178637918373e-08,gaussmf
-1,0.515151515151515,11.2322212019182,11.232248824462,7.63004928574845e-10,gaussmf
-1,0.515151515151515,11.0922354861749,11.0920757522473,2.55149276105057e-08,gaussmf
-1,0.535353535353535,10.9530660136721,10.9528144053691,6.33067381302576e-08,gaussmf
-1,0.535353535353535,10.8147127844098,10.8144641930019,6.1797688049695e-08,gaussmf
-1,0.535353535353535,10.6771757983879,10.6770226196036,2.34637399564597e-08,gaussmf
-1,0.555555555555556,10.5404550556066,10.5404853947267,9.20462211553086e-10,gaussmf
-1,0.555555555555556,10.4045505560657,10.4048465645762,8.76210382660425e-08,gaussmf
-1,0.555555555555556,10.2694622997653,10.270098664404,4.04959953308348e-07,gaussmf
-1,0.575757575757576,10.1351902867054,10.1362328903986,1.08702246091194e-06,gaussmf
-1,0.575757575757576,10.001734516886,10.0032392892918,2.26433999303373e-06,gaussmf
-1,0.575757575757576,9.86909499030711,9.87110696347792,4.04803604005625e-06,gaussmf
-1,0.595959595959596,9.73727170696868,9.73982428903157,6.51567518780589e-06,gaussmf
-1,0.595959595959596,9.60626466687073,9.60937914363235,9.6999654987071e-06,gaussmf
-1,0.595959595959596,9.47607387001326,9.47975914107272,1.35812227817076e-05,gaussmf
-1,0.616161616161616,9.34669931639629,9.35095186874581,1.80842014854689e-05,gaussmf
-1,0.616161616161616,9.21814100601979,9.22294512429931,2.30795524435626e-05,gaussmf
-1,0.616161616161616,9.09039893888379,9.09572714750629,2.83898071248756e-05,gaussmf
-1,0.636363636363636,8.96347311498827,8.96928684335312,3.37994375002724e-05,gaussmf
-1,0.636363636363636,8.83736353433323,8.84361399238378,3.90682258417078e-05,gaussmf
-1,0.636363636363636,8.71207019691868,8.7186994444723,4.39469231272068e-05,gaussmf
-1,0.656565656565657,8.58759310274462,8.59453529242098,4.81939975024909e-05,gaussmf
-1,0.656565656565657,8.46393225181104,8.47111502209838,5.15921890006169e-05,gaussmf
-1,0.656565656565657,8.34108764411795,8.34843363623259,5.39636001484336e-05,gaussmf
-1,0.676767676767677,8.21905927966534,8.22648774945256,5.51821633795843e-05,gaussmf
-1,0.676767676767677,8.09784715845322,8.10527565271212,5.51825269545567e-05,gaussmf
-1,0.676767676767677,7.97745128048158,7.9847973458244,5.39646760209307e-05,gaussmf
-1,0.696969696969697,7.85787164575043,7.86505453746097,5.15939333252978e-05,gaussmf
-1,0.696969696969697,7.73910825425977,7.74605061261618,4.81963395488511e-05,gaussmf
-1,0.696969696969697,7.62116110600959,7.62779056818165,4.39497686907739e-05,gaussmf
-1,0.717171717171717,7.5040302009999,7.51028091790381,3.90714618128275e-05,gaussmf
-1,0.717171717171717,7.38771553923069,7.39352956858968,3.38029373871551e-05,gaussmf
-1,0.717171717171717,7.27221712070197,7.27754566996829,2.83934372835898e-05,gaussmf
-1,0.737373737373737,7.15753494541373,7.16233944109234,2.30831787257669e-05,gaussmf
-1,0.737373737373737,7.04366901336598,7.04792197656616,1.80876959820719e-05,gaussmf
-1,0.737373737373737,6.93061932455872,6.93430503620252,1.35844703212678e-05,gaussmf
-1,0.757575757575758,6.81838587899194,6.82150082193675,9.70286954942343e-06,gaussmf
-1,0.757575757575758,6.70696867666565,6.70952174595878,6.5181628155649e-06,gaussmf
-1,0.757575757575758,6.59636771757984,6.59838019406336,4.05006159671695e-06,gaussmf
-1,0.777777777777778,6.48658300173452,6.4880882881674,2.26588724503383e-06,gaussmf
-1,0.777777777777778,6.37761452912968,6.37865765180892,1.08810492394531e-06,gaussmf
-1,0.777777777777778,6.26946229976533,6.27009918222993,4.05619273714019e-07,gaussmf
-1,0.797979797979798,6.16212631364146,6.1624228323682,8.79233553024229e-08,gaussmf
-1,0.797979797979798,6.05560657075809,6.05563740574875,9.50796649463091e-10,gaussmf
-1,0.797979797979798,5.94990307111519,5.94975036688899,2.33185806985121e-08,gaussmf
-1,0.818181818181818,5.84501581471278,5.84476766942249,6.15760850966581e-08,gaussmf
-1,0.818181818181818,5.74094480155086,5.74069360371872,6.31003508711685e-08,gaussmf
-1,0.818181818181818,5.63769003162943,5.63753066534053,2.53976140359565e-08,gaussmf
-1,0.838383838383838,5.53525150494847,5.53527944524834,7.80660356488621e-10,gaussmf
-1,0.838383838383838,5.43362922150801,5.43393854224104,9.56793158838819e-08,gaussmf
-1,0.838383838383838,5.33282318130803,5.33350449772437,4.64192059179758e-07,gaussmf
-1,0.858585858585859,5.23283338434853,5.2339717525267,1.29588210905146e-06,gaussmf
-1,0.858585858585859,5.13365983062953,5.13533262514392,2.79824148738946e-06,gaussmf
-1,0.858585858585859,5.035302520151,5.03757731049264,5.17467109839448e-06,gaussmf
-1,0.878787878787879,4.93776145291297,4.94069389798551,8.59923410350112e-06,gaussmf
-1,0.878787878787879,4.84103662891541,4.84466840751435,1.31898157917084e-05,gaussmf
-1,0.878787878787879,4.74512804815835,4.74948484173086,1.89816502334524e-05,gaussmf
-1,0.898989898989899,4.65003571064177,4.65512525284631,2.59034398518374e-05,gaussmf
-1,0.898989898989899,4.55575961636568,4.56156982201664,3.37584897065368e-05,gaussmf
-1,0.898989898989899,4.46229976533007,4.46879694921515,4.22133984365782e-05,gaussmf
-1,0.919191919191919,4.36965615753495,4.37678335127299,5.07968905795747e-05,gaussmf
-1,0.919191919191919,4.27782879298031,4.28550416537164,5.89113413455786e-05,gaussmf
-1,0.919191919191919,4.18681767166616,4.19493305436139,6.5859436290115e-05,gaussmf
-1,0.939393939393939,4.09662279359249,4.10504230741015,7.08882129257889e-05,gaussmf
-1,0.939393939393939,4.00724415875931,4.01580291145266,7.32522476659438e-05,gaussmf
-1,0.939393939393939,3.91868176716661,3.92718459502117,7.22980815242441e-05,gaussmf
-1,0.95959595959596,3.83093561881441,3.83915602824194,6.75751311563299e-05,gaussmf
-1,0.95959595959596,3.74400571370268,3.75168503816893,5.89720242578277e-05,gaussmf
-1,0.95959595959596,3.65789205183144,3.66473878345528,4.68777339288372e-05,gaussmf
-1,0.97979797979798,3.57259463320069,3.57828391592162,3.23679378786076e-05,gaussmf
-1,0.97979797979798,3.48811345781043,3.49228673354533,1.74162303594978e-05,gaussmf
-1,0.97979797979798,3.40444852566065,3.40671332580204,5.12931968043951e-06,gaussmf
-1,1,3.32159983675135,3.32152971140657,4.91756398056259e-09,gaussmf
-1,1,3.23956739108254,3.23670196823698,8.21064808388144e-06,gaussmf
-1,1,3.15835118865422,3.15219635517066,3.78819752103123e-05,gaussmf
-0.97979797979798,-1,15.2350780532599,15.2259502007266,8.33176918690927e-05,gaussmf
-0.97979797979798,-1,15.073870013264,15.0680320310786,3.40820359963969e-05,gaussmf
-0.97979797979798,-1,14.9134782165085,14.9104359242809,9.25554199811062e-06,gaussmf
-0.97979797979798,-0.97979797979798,14.7539026629936,14.7531956265192,4.99900576155471e-07,gaussmf
-0.97979797979798,-0.97979797979798,14.5951433527191,14.5963450649329,1.44411224469136e-06,gaussmf
-0.97979797979798,-0.97979797979798,14.4372002856851,14.4399182257564,7.3871982312434e-06,gaussmf
-0.97979797979798,-0.95959595959596,14.2800734618916,14.283949024372,1.50199845394764e-05,gaussmf
-0.97979797979798,-0.95959595959596,14.1237628813386,14.1284711675453,2.21679590037001e-05,gaussmf
-0.97979797979798,-0.95959595959596,13.9682685440261,13.9735180080602,2.75568726448162e-05,gaussmf
-0.97979797979798,-0.939393939393939,13.8135904499541,13.8191223917052,3.06023795380713e-05,gaussmf
-0.97979797979798,-0.939393939393939,13.6597285991225,13.6653164956783,3.12245879181881e-05,gaussmf
-0.97979797979798,-0.939393939393939,13.5066829915315,13.512131653879,2.9687921377324e-05,gaussmf
-0.97979797979798,-0.919191919191919,13.3544536271809,13.3595981415037,2.64660276174663e-05,gaussmf
-0.97979797979798,-0.919191919191919,13.2030405060708,13.2077449751121,2.21320289600347e-05,gaussmf
-0.97979797979798,-0.919191919191919,13.0524436282012,13.0565998688386,1.72743362362248e-05,gaussmf
-0.97979797979798,-0.898989898989899,12.9026629935721,12.9061891629048,1.24338701627471e-05,gaussmf
-0.97979797979798,-0.898989898989899,12.7536986021835,12.7565377229581,8.06060677277994e-06,gaussmf
